family, generation, instance_type, ECU, vCPU, physical_processor, clock_speed_ghz, pretty_name, memory, network_performance, FPGA, GPU, storage_devices, storage_ssd, storage_nvme_ssd, storage_size, pricing, entry
Storage optimized,current,d2.8xlarge,116,36,,,D2 Eight Extra Large,244,10 Gigabit,0,0,24,false,false,2000,5.52,74
General purpose,previous,m1.small,1,1,,,M1 General Purpose Small,1.7,Low,0,0,1,false,false,160,0.044,75
General purpose,previous,m1.medium,2,1,,,M1 General Purpose Medium,3.75,Moderate,0,0,1,false,false,410,0.087,75
General purpose,previous,m1.large,4,2,,,M1 General Purpose Large,7.5,Moderate,0,0,2,false,false,420,0.175,75
General purpose,previous,m1.xlarge,8,4,,,M1 General Purpose Extra Large,15,High,0,0,4,false,false,420,0.35,75
General purpose,previous,m3.medium,3,1,,,M3 General Purpose Medium,3.75,Moderate,0,0,1,true,false,4,0.067,75
General purpose,previous,m3.large,6.5,2,,,M3 General Purpose Large,7.5,Moderate,0,0,1,true,false,32,0.133,75
General purpose,previous,m3.xlarge,13,4,,,M3 General Purpose Extra Large,15,High,0,0,2,true,false,40,0.266,75
General purpose,previous,m3.2xlarge,26,8,,,M3 General Purpose Double Extra Large,30,High,0,0,2,true,false,80,0.532,75
Compute optimized,previous,c1.medium,5,2,,,C1 High-CPU Medium,1.7,Moderate,0,0,1,false,false,350,0.13,75
Compute optimized,previous,c1.xlarge,20,8,,,C1 High-CPU Extra Large,7,High,0,0,4,false,false,420,0.52,75
Compute optimized,previous,cc2.8xlarge,88,32,,,Cluster Compute Eight Extra Large,60.5,10 Gigabit,0,0,4,false,false,840,2,75
Compute optimized,previous,c3.large,7,2,,,C3 High-CPU Large,3.75,Moderate,0,0,2,true,false,16,0.105,75
Compute optimized,previous,c3.xlarge,14,4,,,C3 High-CPU Extra Large,7.5,Moderate,0,0,2,true,false,40,0.21,75
Compute optimized,previous,c3.2xlarge,28,8,,,C3 High-CPU Double Extra Large,15,High,0,0,2,true,false,80,0.42,75
Compute optimized,previous,c3.4xlarge,55,16,,,C3 High-CPU Quadruple Extra Large,30,High,0,0,2,true,false,160,0.84,75
Compute optimized,previous,c3.8xlarge,108,32,,,C3 High-CPU Eight Extra Large,60,10 Gigabit,0,0,2,true,false,320,1.68,75
GPU optimized,previous,g2.2xlarge,26,8,,,G2 Double Extra Large,15,,0,0,1,true,false,60,0.65,75
GPU optimized,previous,g2.8xlarge,104,32,,,G2 Eight Extra Large,60,,0,0,2,true,false,120,2.6,75
Memory optimized,previous,m2.xlarge,6.5,2,,,M2 High Memory Extra Large,17.1,Moderate,0,0,1,false,false,420,0.245,75
Memory optimized,previous,m2.2xlarge,13,4,,,M2 High Memory Double Extra Large,34.2,Moderate,0,0,1,false,false,850,0.49,75
Memory optimized,previous,m2.4xlarge,26,8,,,M2 High Memory Quadruple Extra Large,68.4,High,0,0,2,false,false,840,0.98,75
Memory optimized,previous,cr1.8xlarge,88,32,,,High Memory Cluster Eight Extra Large,244,10 Gigabit,0,0,2,true,false,120,3.5,75
Memory optimized,previous,r3.large,6.5,2,,,R3 High-Memory Large,15.25,Moderate,0,0,1,true,false,32,0.166,75
Memory optimized,previous,r3.xlarge,13,4,,,R3 High-Memory Extra Large,30.5,Moderate,0,0,1,true,false,80,0.333,75
Memory optimized,previous,r3.2xlarge,26,8,,,R3 High-Memory Double Extra Large,61,High,0,0,1,true,false,160,0.665,75
Memory optimized,previous,r3.4xlarge,52,16,,,R3 High-Memory Quadruple Extra Large,122,High,0,0,1,true,false,320,1.33,75
Memory optimized,previous,r3.8xlarge,104,32,,,R3 High-Memory Eight Extra Large,244,10 Gigabit,0,0,2,true,false,320,2.66,75
Storage optimized,previous,i2.xlarge,14,4,,,I2 Extra Large,30.5,Moderate,0,0,1,true,false,800,0.853,75
Storage optimized,previous,i2.2xlarge,27,8,,,I2 Double Extra Large,61,Moderate,0,0,2,true,false,800,1.705,75
Storage optimized,previous,i2.4xlarge,53,16,,,I2 Quadruple Extra Large,122,High,0,0,4,true,false,800,3.41,75
Storage optimized,previous,i2.8xlarge,104,32,,,I2 Eight Extra Large,244,10 Gigabit,0,0,8,true,false,800,6.82,75
Storage optimized,previous,hs1.8xlarge,35,16,,,High Storage Eight Extra Large,117,10 Gigabit,0,0,24,false,false,2000,4.6,75
Micro,previous,t1.micro,variable,1,,,T1 Micro,0.613,Very Low,0,0,,,,,0.02,75
General purpose,current,t2.nano,variable,1,Intel Xeon family,up to 3.3,T2 Nano,0.5,Low,0,0,,,,,0.0058,75
General purpose,current,t2.micro,variable,1,Intel Xeon family,Up to 3.3,T2 Micro,1,Low to Moderate,0,0,,,,,0.0116,75
General purpose,current,t2.small,variable,1,Intel Xeon family,Up to 3.3,T2 Small,2,Low to Moderate,0,0,,,,,0.023,75
General purpose,current,t2.medium,variable,2,Intel Xeon family,Up to 3.3,T2 Medium,4,Low to Moderate,0,0,,,,,0.0464,75
General purpose,current,t2.large,variable,2,Intel Xeon family,Up to 3.0,T2 Large,8,Low to Moderate,0,0,,,,,0.0928,75
General purpose,current,t2.xlarge,variable,4,Intel Xeon family,Up to 3.0,T2 Extra Large,16,Moderate,0,0,,,,,0.1856,75
General purpose,current,t2.2xlarge,variable,8,Intel Xeon family,Up to 3.0,T2 Double Extra Large,32,Moderate,0,0,,,,,0.3712,75
General purpose,current,m5.large,10,2,Intel Xeon Platinum,2.5,M5 General Purpose Large,8,High,0,0,,,,,0.096,75
General purpose,current,m5.xlarge,15,4,Intel Xeon Platinum,2.5,M5 General Purpose Extra Large,16,High,0,0,,,,,0.192,75
General purpose,current,m5.2xlarge,31,8,Intel Xeon Platinum,2.5,M5 General Purpose Double Extra Large,32,High,0,0,,,,,0.384,75
General purpose,current,m5.4xlarge,61,16,Intel Xeon Platinum,2.5,M5 General Purpose Quadruple Extra Large,64,High,0,0,,,,,0.768,75
General purpose,current,m5.12xlarge,173,48,Intel Xeon Platinum,2.5,M5 General Purpose 12xlarge,192,10 Gigabit,0,0,,,,,2.304,75
General purpose,current,m5.24xlarge,345,96,Intel Xeon Platinum,2.5,M5 General Purpose 24xlarge,384,25 Gigabit,0,0,,,,,4.608,75
General purpose,current,m4.large,6.5,2,Intel Xeon E5-2676 v3*,2.4,M4 General Purpose Large,8,Moderate,0,0,,,,,0.1,75
General purpose,current,m4.xlarge,13,4,Intel Xeon E5-2676 v3*,2.4,M4 General Purpose Extra Large,16,High,0,0,,,,,0.2,75
General purpose,current,m4.2xlarge,26,8,Intel Xeon E5-2676 v3*,2.4,M4 General Purpose Double Extra Large,32,High,0,0,,,,,0.4,75
General purpose,current,m4.4xlarge,53.5,16,Intel Xeon E5-2676 v3*,2.4,M4 General Purpose Quadruple Extra Large,64,High,0,0,,,,,0.8,75
General purpose,current,m4.10xlarge,124.5,40,Intel Xeon E5-2676 v3,2.4,M4 General Purpose Deca Extra Large,160,10 Gigabit,0,0,,,,,2,75
General purpose,current,m4.16xlarge,188,64,Intel Xeon E5-2686 v4,2.3,M4 General Purpose 16xlarge,256,25 Gigabit,0,0,,,,,3.2,75
Compute optimized,current,c5.large,8,2,Intel Xeon Platinum,3,C5 High-CPU Large,4,Up to 10 Gbps,0,0,,,,,0.085,75
Compute optimized,current,c5.xlarge,16,4,Intel Xeon Platinum,3,C5 High-CPU Extra Large,8,Up to 10 Gbps,0,0,,,,,0.17,75
Compute optimized,current,c5.2xlarge,31,8,Intel Xeon Platinum,3,C5 High-CPU Double Extra Large,16,Up to 10 Gbps,0,0,,,,,0.34,75
Compute optimized,current,c5.4xlarge,62,16,Intel Xeon Platinum,3,C5 High-CPU Quadruple Extra Large,32,Up to 10 Gpbs,0,0,,,,,0.68,75
Compute optimized,current,c5.9xlarge,139,36,Intel Xeon Platinum,3,C5 High-CPU 9xlarge,72,10 Gigabit,0,0,,,,,1.53,75
Compute optimized,current,c5.18xlarge,278,72,Intel Xeon Platinum,3,C5 High-CPU 18xlarge,144,25 Gigabit,0,0,,,,,3.06,75
Compute optimized,current,c4.large,8,2,Intel Xeon E5-2666 v3,2.9,C4 High-CPU Large,3.75,Moderate,0,0,,,,,0.1,75
Compute optimized,current,c4.xlarge,16,4,Intel Xeon E5-2666 v3,2.9,C4 High-CPU Extra Large,7.5,High,0,0,,,,,0.199,75
Compute optimized,current,c4.2xlarge,31,8,Intel Xeon E5-2666 v3,2.9,C4 High-CPU Double Extra Large,15,High,0,0,,,,,0.398,75
Compute optimized,current,c4.4xlarge,62,16,Intel Xeon E5-2666 v3,2.9,C4 High-CPU Quadruple Extra Large,30,High,0,0,,,,,0.796,75
Compute optimized,current,c4.8xlarge,132,36,Intel Xeon E5-2666 v3,2.9,C4 High-CPU Eight Extra Large,60,10 Gigabit,0,0,,,,,1.591,75
Memory optimized,current,x1.16xlarge,174.5,64,Intel Xeon E7-8880 v3,2.3,X1 Extra High-Memory 16xlarge,976,10 Gigabit,0,0,1,true,false,1920,6.669,75
Memory optimized,current,x1.32xlarge,349,128,Intel Xeon E7-8880 v3,2.3,X1 Extra High-Memory 32xlarge,1952,25 Gigabit,0,0,2,true,false,1920,13.338,75
Memory optimized,current,x1e.xlarge,12,4,Intel Xeon E7-8880 v3,2.3,X1E Extra Large,122,Up to 10 Gigabit,0,0,1,true,false,120,0.834,75
Memory optimized,current,x1e.2xlarge,23,8,Intel Xeon E7-8880 v3,2.3,X1E Double Extra Large,244,Up to 10 Gigabit,0,0,1,true,false,240,1.668,75
Memory optimized,current,x1e.4xlarge,47,16,Intel Xeon E7-8880 v3,2.3,X1E Quadruple Extra Large,488,Up to 10 Gigabit,0,0,1,true,false,480,3.336,75
Memory optimized,current,x1e.8xlarge,91,32,Intel Xeon E7-8880 v3,2.3,X1E Eight Extra Large,976,Up to 10 Gigabit,0,0,1,true,false,960,6.672,75
Memory optimized,current,x1e.16xlarge,179,64,Intel Xeon E7-8880 v3,2.3,X1E 16xlarge,1952,10 Gigabit,0,0,1,true,false,1920,13.344,75
Memory optimized,current,x1e.32xlarge,340,128,Intel Xeon E7-8880 v3,2.3,X1E 32xlarge,3904,25 Gigabit,0,0,2,true,false,1920,26.688,75
Memory optimized,current,r4.large,7,2,Intel Xeon E5-2686 v4,2.3,R4 High-Memory Large,15.25,Up to 10 Gigabit,0,0,,,,,0.133,75
Memory optimized,current,r4.xlarge,13.5,4,Intel Xeon E5-2686 v4,2.3,R4 High-Memory Extra Large,30.5,Up to 10 Gigabit,0,0,,,,,0.266,75
Memory optimized,current,r4.2xlarge,27,8,Intel Xeon E5-2686 v4,2.3,R4 High-Memory Double Extra Large,61,Up to 10 Gigabit,0,0,,,,,0.532,75
Memory optimized,current,r4.4xlarge,53,16,Intel Xeon E5-2686 v4,2.3,R4 High-Memory Quadruple Extra Large,122,Up to 10 Gigabit,0,0,,,,,1.064,75
Memory optimized,current,r4.8xlarge,99,32,Intel Xeon E5-2686 v4,2.3,R4 High-Memory Eight Extra Large,244,10 Gigabit,0,0,,,,,2.128,75
Memory optimized,current,r4.16xlarge,195,64,Intel Xeon E5-2686 v4,2.3,R4 High-Memory 16xlarge,488,25 Gigabit,0,0,,,,,4.256,75
Accelerated computing,current,p3.2xlarge,23.5,8,Intel Xeon E5-2686 v4,2.3 (base) 2.7 (turbo),P3 Double Extra Large,61,Up to 10 Gigabit,0,1,,,,,3.06,75
Accelerated computing,current,p3.8xlarge,94,32,Intel Xeon E5-2686 v4,2.3 (base) 2.7 (turbo),P3 Eight Extra Large,244,10 Gigabit,0,4,,,,,12.24,75
Accelerated computing,current,p3.16xlarge,188,64,Intel Xeon E5-2686 v4,2.3 (base) 2.7 (turbo),P3 16xlarge,488,25 Gigabit,0,8,,,,,24.48,75
Accelerated computing,current,p2.xlarge,12,4,Intel Xeon E5-2686 v4,2.3 (base) 2.7 (turbo),General Purpose GPU Extra Large,61,High,0,1,,,,,0.9,75
Accelerated computing,current,p2.8xlarge,94,32,Intel Xeon E5-2686 v4,2.3 (base) 2.7 (turbo),General Purpose GPU Eight Extra Large,488,10 Gigabit,0,8,,,,,7.2,75
Accelerated computing,current,p2.16xlarge,188,64,Intel Xeon E5-2686 v4,2.3 (base) 2.7 (turbo),General Purpose GPU 16xlarge,732,25 Gigabit,0,16,,,,,14.4,75
Accelerated computing,current,g3.4xlarge,47,16,Intel Xeon E5-2686 v4,2.3 (base) 2.7 (turbo),G3 Quadruple Extra Large,122,Up to 10 Gigabit,0,1,,,,,1.14,75
Accelerated computing,current,g3.8xlarge,94,32,Intel Xeon E5-2686 v4,2.3 (base) 2.7 (turbo),G3 Eight Extra Large,244,10 Gigabit,0,2,,,,,2.28,75
Accelerated computing,current,g3.16xlarge,188,64,Intel Xeon E5-2686 v4,2.3 (base) 2.7 (turbo),G3 16xlarge,488,25 Gigabit,0,4,,,,,4.56,75
Accelerated computing,current,f1.2xlarge,26,8,Intel Xeon E5-2686 v4,2.3 (base) 2.7 (turbo),F1 Double Extra Large,122,Up to 10 Gigabit,1,0,1,true,true,470,1.65,75
Accelerated computing,current,f1.16xlarge,188,64,Intel Xeon E5-2686 v4,2.3 (base) 2.7 (turbo),F1 16xlarge,976,25 Gigabit,8,0,4,true,true,940,13.2,75
Storage optimized,current,h1.2xlarge,26,8,,,H1 Double Extra Large,32,Up to 10 Gigabit,0,0,1,false,false,2000,0.55,75
Storage optimized,current,h1.4xlarge,53.5,16,,,H1 Quadruple Extra Large,64,Up to 10 Gigabit,0,0,2,false,false,2000,1.1,75
Storage optimized,current,h1.8xlarge,99,32,,,H1 Eight Extra Large,128,10 Gigabit,0,0,4,false,false,2000,2.2,75
Storage optimized,current,h1.16xlarge,188,64,,,H1 16xlarge,256,25 Gigabit,0,0,8,false,false,2000,4.4,75
Storage optimized,current,i3.large,7,2,,,I3 High I/O Large,15.25,Up to 10 Gigabit,0,0,1,true,true,475,0.156,75
Storage optimized,current,i3.xlarge,13,4,,,I3 High I/O Extra Large,30.5,Up to 10 Gigabit,0,0,1,true,true,950,0.312,75
Storage optimized,current,i3.2xlarge,27,8,,,I3 High I/O Double Extra Large,61,Up to 10 Gigabit,0,0,1,true,true,1900,0.624,75
Storage optimized,current,i3.4xlarge,53,16,,,I3 High I/O Quadruple Extra Large,122,Up to 10 Gigabit,0,0,2,true,true,1900,1.248,75
Storage optimized,current,i3.8xlarge,99,32,,,I3 High I/O Eight Extra Large,244,10 Gigabit,0,0,4,true,true,1900,2.496,75
Storage optimized,current,i3.16xlarge,200,64,,,I3 High I/O 16xlarge,488,25 Gigabit,0,0,8,true,true,1900,4.992,75
Unknown,current,i3.metal,0,N/A,,,I3 High I/O Metal,512,25 Gigabit,0,0,,,,,,75
Storage optimized,current,d2.xlarge,14,4,,,D2 Extra Large,30.5,Moderate,0,0,3,false,false,2000,0.69,75
Storage optimized,current,d2.2xlarge,28,8,,,D2 Double Extra Large,61,High,0,0,6,false,false,2000,1.38,75
Storage optimized,current,d2.4xlarge,56,16,,,D2 Quadruple Extra Large,122,High,0,0,12,false,false,2000,2.76,75
Storage optimized,current,d2.8xlarge,116,36,,,D2 Eight Extra Large,244,10 Gigabit,0,0,24,false,false,2000,5.52,75
General purpose,previous,m1.small,1,1,,,M1 General Purpose Small,1.7,Low,0,0,1,false,false,160,0.044,76
General purpose,previous,m1.medium,2,1,,,M1 General Purpose Medium,3.75,Moderate,0,0,1,false,false,410,0.087,76
General purpose,previous,m1.large,4,2,,,M1 General Purpose Large,7.5,Moderate,0,0,2,false,false,420,0.175,76
General purpose,previous,m1.xlarge,8,4,,,M1 General Purpose Extra Large,15,High,0,0,4,false,false,420,0.35,76
General purpose,previous,m3.medium,3,1,,,M3 General Purpose Medium,3.75,Moderate,0,0,1,true,false,4,0.067,76
General purpose,previous,m3.large,6.5,2,,,M3 General Purpose Large,7.5,Moderate,0,0,1,true,false,32,0.133,76
General purpose,previous,m3.xlarge,13,4,,,M3 General Purpose Extra Large,15,High,0,0,2,true,false,40,0.266,76
General purpose,previous,m3.2xlarge,26,8,,,M3 General Purpose Double Extra Large,30,High,0,0,2,true,false,80,0.532,76
Compute optimized,previous,c1.medium,5,2,,,C1 High-CPU Medium,1.7,Moderate,0,0,1,false,false,350,0.13,76
Compute optimized,previous,c1.xlarge,20,8,,,C1 High-CPU Extra Large,7,High,0,0,4,false,false,420,0.52,76
Compute optimized,previous,cc2.8xlarge,88,32,,,Cluster Compute Eight Extra Large,60.5,10 Gigabit,0,0,4,false,false,840,2,76
Compute optimized,previous,c3.large,7,2,,,C3 High-CPU Large,3.75,Moderate,0,0,2,true,false,16,0.105,76
Compute optimized,previous,c3.xlarge,14,4,,,C3 High-CPU Extra Large,7.5,Moderate,0,0,2,true,false,40,0.21,76
Compute optimized,previous,c3.2xlarge,28,8,,,C3 High-CPU Double Extra Large,15,High,0,0,2,true,false,80,0.42,76
Compute optimized,previous,c3.4xlarge,55,16,,,C3 High-CPU Quadruple Extra Large,30,High,0,0,2,true,false,160,0.84,76
Compute optimized,previous,c3.8xlarge,108,32,,,C3 High-CPU Eight Extra Large,60,10 Gigabit,0,0,2,true,false,320,1.68,76
GPU optimized,previous,g2.2xlarge,26,8,,,G2 Double Extra Large,15,,0,0,1,true,false,60,0.65,76
GPU optimized,previous,g2.8xlarge,104,32,,,G2 Eight Extra Large,60,,0,0,2,true,false,120,2.6,76
Memory optimized,previous,m2.xlarge,6.5,2,,,M2 High Memory Extra Large,17.1,Moderate,0,0,1,false,false,420,0.245,76
Memory optimized,previous,m2.2xlarge,13,4,,,M2 High Memory Double Extra Large,34.2,Moderate,0,0,1,false,false,850,0.49,76
Memory optimized,previous,m2.4xlarge,26,8,,,M2 High Memory Quadruple Extra Large,68.4,High,0,0,2,false,false,840,0.98,76
Memory optimized,previous,cr1.8xlarge,88,32,,,High Memory Cluster Eight Extra Large,244,10 Gigabit,0,0,2,true,false,120,3.5,76
Memory optimized,previous,r3.large,6.5,2,,,R3 High-Memory Large,15.25,Moderate,0,0,1,true,false,32,0.166,76
Memory optimized,previous,r3.xlarge,13,4,,,R3 High-Memory Extra Large,30.5,Moderate,0,0,1,true,false,80,0.333,76
Memory optimized,previous,r3.2xlarge,26,8,,,R3 High-Memory Double Extra Large,61,High,0,0,1,true,false,160,0.665,76
Memory optimized,previous,r3.4xlarge,52,16,,,R3 High-Memory Quadruple Extra Large,122,High,0,0,1,true,false,320,1.33,76
Memory optimized,previous,r3.8xlarge,104,32,,,R3 High-Memory Eight Extra Large,244,10 Gigabit,0,0,2,true,false,320,2.66,76
Storage optimized,previous,i2.xlarge,14,4,,,I2 Extra Large,30.5,Moderate,0,0,1,true,false,800,0.853,76
Storage optimized,previous,i2.2xlarge,27,8,,,I2 Double Extra Large,61,Moderate,0,0,2,true,false,800,1.705,76
Storage optimized,previous,i2.4xlarge,53,16,,,I2 Quadruple Extra Large,122,High,0,0,4,true,false,800,3.41,76
Storage optimized,previous,i2.8xlarge,104,32,,,I2 Eight Extra Large,244,10 Gigabit,0,0,8,true,false,800,6.82,76
Storage optimized,previous,hs1.8xlarge,35,16,,,High Storage Eight Extra Large,117,10 Gigabit,0,0,24,false,false,2000,4.6,76
Micro,previous,t1.micro,variable,1,,,T1 Micro,0.613,Very Low,0,0,,,,,0.02,76
General purpose,current,t2.nano,variable,1,,,T2 Nano,0.5,Low,0,0,,,,,0.0058,76
General purpose,current,t2.micro,variable,1,,,T2 Micro,1,Low to Moderate,0,0,,,,,0.0116,76
General purpose,current,t2.small,variable,1,,,T2 Small,2,Low to Moderate,0,0,,,,,0.023,76
General purpose,current,t2.medium,variable,2,,,T2 Medium,4,Low to Moderate,0,0,,,,,0.0464,76
General purpose,current,t2.large,variable,2,,,T2 Large,8,Low to Moderate,0,0,,,,,0.0928,76
General purpose,current,t2.xlarge,variable,4,,,T2 Extra Large,16,Moderate,0,0,,,,,0.1856,76
General purpose,current,t2.2xlarge,variable,8,,,T2 Double Extra Large,32,Moderate,0,0,,,,,0.3712,76
General purpose,current,m5.large,10,2,,,M5 General Purpose Large,8,High,0,0,,,,,0.096,76
General purpose,current,m5.xlarge,15,4,,,M5 General Purpose Extra Large,16,High,0,0,,,,,0.192,76
General purpose,current,m5.2xlarge,31,8,,,M5 General Purpose Double Extra Large,32,High,0,0,,,,,0.384,76
General purpose,current,m5.4xlarge,61,16,,,M5 General Purpose Quadruple Extra Large,64,High,0,0,,,,,0.768,76
General purpose,current,m5.12xlarge,173,48,,,M5 General Purpose 12xlarge,192,10 Gigabit,0,0,,,,,2.304,76
General purpose,current,m5.24xlarge,345,96,,,M5 General Purpose 24xlarge,384,25 Gigabit,0,0,,,,,4.608,76
General purpose,current,m4.large,6.5,2,,,M4 General Purpose Large,8,Moderate,0,0,,,,,0.1,76
General purpose,current,m4.xlarge,13,4,,,M4 General Purpose Extra Large,16,High,0,0,,,,,0.2,76
General purpose,current,m4.2xlarge,26,8,,,M4 General Purpose Double Extra Large,32,High,0,0,,,,,0.4,76
General purpose,current,m4.4xlarge,53.5,16,,,M4 General Purpose Quadruple Extra Large,64,High,0,0,,,,,0.8,76
General purpose,current,m4.10xlarge,124.5,40,,,M4 General Purpose Deca Extra Large,160,10 Gigabit,0,0,,,,,2,76
General purpose,current,m4.16xlarge,188,64,,,M4 General Purpose 16xlarge,256,25 Gigabit,0,0,,,,,3.2,76
Compute optimized,current,c5.large,8,2,,,C5 High-CPU Large,4,Up to 10 Gbps,0,0,,,,,0.085,76
Compute optimized,current,c5.xlarge,16,4,,,C5 High-CPU Extra Large,8,Up to 10 Gbps,0,0,,,,,0.17,76
Compute optimized,current,c5.2xlarge,31,8,,,C5 High-CPU Double Extra Large,16,Up to 10 Gbps,0,0,,,,,0.34,76
Compute optimized,current,c5.4xlarge,62,16,,,C5 High-CPU Quadruple Extra Large,32,Up to 10 Gpbs,0,0,,,,,0.68,76
Compute optimized,current,c5.9xlarge,139,36,,,C5 High-CPU 9xlarge,72,10 Gigabit,0,0,,,,,1.53,76
Compute optimized,current,c5.18xlarge,278,72,,,C5 High-CPU 18xlarge,144,25 Gigabit,0,0,,,,,3.06,76
Compute optimized,current,c4.large,8,2,,,C4 High-CPU Large,3.75,Moderate,0,0,,,,,0.1,76
Compute optimized,current,c4.xlarge,16,4,,,C4 High-CPU Extra Large,7.5,High,0,0,,,,,0.199,76
Compute optimized,current,c4.2xlarge,31,8,,,C4 High-CPU Double Extra Large,15,High,0,0,,,,,0.398,76
Compute optimized,current,c4.4xlarge,62,16,,,C4 High-CPU Quadruple Extra Large,30,High,0,0,,,,,0.796,76
Compute optimized,current,c4.8xlarge,132,36,,,C4 High-CPU Eight Extra Large,60,10 Gigabit,0,0,,,,,1.591,76
Memory optimized,current,x1.16xlarge,174.5,64,,,X1 Extra High-Memory 16xlarge,976,10 Gigabit,0,0,1,true,false,1920,6.669,76
Memory optimized,current,x1.32xlarge,349,128,,,X1 Extra High-Memory 32xlarge,1952,25 Gigabit,0,0,2,true,false,1920,13.338,76
Memory optimized,current,x1e.xlarge,12,4,,,X1E Extra Large,122,Up to 10 Gigabit,0,0,1,true,false,120,0.834,76
Memory optimized,current,x1e.2xlarge,23,8,,,X1E Double Extra Large,244,Up to 10 Gigabit,0,0,1,true,false,240,1.668,76
Memory optimized,current,x1e.4xlarge,47,16,,,X1E Quadruple Extra Large,488,Up to 10 Gigabit,0,0,1,true,false,480,3.336,76
Memory optimized,current,x1e.8xlarge,91,32,,,X1E Eight Extra Large,976,Up to 10 Gigabit,0,0,1,true,false,960,6.672,76
Memory optimized,current,x1e.16xlarge,179,64,,,X1E 16xlarge,1952,10 Gigabit,0,0,1,true,false,1920,13.344,76
Memory optimized,current,x1e.32xlarge,340,128,,,X1E 32xlarge,3904,25 Gigabit,0,0,2,true,false,1920,26.688,76
Memory optimized,current,r4.large,7,2,,,R4 High-Memory Large,15.25,Up to 10 Gigabit,0,0,,,,,0.133,76
Memory optimized,current,r4.xlarge,13.5,4,,,R4 High-Memory Extra Large,30.5,Up to 10 Gigabit,0,0,,,,,0.266,76
Memory optimized,current,r4.2xlarge,27,8,,,R4 High-Memory Double Extra Large,61,Up to 10 Gigabit,0,0,,,,,0.532,76
Memory optimized,current,r4.4xlarge,53,16,,,R4 High-Memory Quadruple Extra Large,122,Up to 10 Gigabit,0,0,,,,,1.064,76
Memory optimized,current,r4.8xlarge,99,32,,,R4 High-Memory Eight Extra Large,244,10 Gigabit,0,0,,,,,2.128,76
Memory optimized,current,r4.16xlarge,195,64,,,R4 High-Memory 16xlarge,488,25 Gigabit,0,0,,,,,4.256,76
Accelerated computing,current,p3.2xlarge,23.5,8,,,P3 Double Extra Large,61,Up to 10 Gigabit,0,1,,,,,3.06,76
Accelerated computing,current,p3.8xlarge,94,32,,,P3 Eight Extra Large,244,10 Gigabit,0,4,,,,,12.24,76
Accelerated computing,current,p3.16xlarge,188,64,,,P3 16xlarge,488,25 Gigabit,0,8,,,,,24.48,76
Accelerated computing,current,p2.xlarge,12,4,,,General Purpose GPU Extra Large,61,High,0,1,,,,,0.9,76
Accelerated computing,current,p2.8xlarge,94,32,,,General Purpose GPU Eight Extra Large,488,10 Gigabit,0,8,,,,,7.2,76
Accelerated computing,current,p2.16xlarge,188,64,,,General Purpose GPU 16xlarge,732,25 Gigabit,0,16,,,,,14.4,76
Accelerated computing,current,g3.4xlarge,47,16,,,G3 Quadruple Extra Large,122,Up to 10 Gigabit,0,1,,,,,1.14,76
Accelerated computing,current,g3.8xlarge,94,32,,,G3 Eight Extra Large,244,10 Gigabit,0,2,,,,,2.28,76
